"contributor","address","agent","amount","date","committee","ward","lat","lon"
"Morningstar Daughters, LLC","4281 Buckskin Wood Dr",,2000,2010-01-06,"Fenty 2010","1","39.2711064296722","-76.8333317054496"
"Lot 74, LLC","4326 8th Street NW","ROBB M. LAKRITZ",500,2007-02-09,"Muriel Bowser for Ward 4","Citywide","38.94387133","-77.02369094"
"2031 Florida LLC","4326 8th Street NW",,500,2007-02-09,"Muriel Bowser for Ward 4","Citywide","38.94387133","-77.02369094"
"3634 Georgia LLC","4326 8th Street NW","ROBB M. LAKRITZ",500,2007-02-09,"Muriel Bowser for Ward 4","Citywide","38.94387133","-77.02369094"
"Lakritz Adler Development","4326 8th Street NW","JOSHUA A. ADLER",500,2007-02-09,"Muriel Bowser for Ward 4","Citywide","38.94387133","-77.02369094"
"51 Kettering, LLC","4326 8th Street NW",,500,2010-01-23,"Reelect Jim Graham 2010","5","38.94387133","-77.02369094"
"8415 Fenton, LLC","4326 8th Street NW",,500,2010-01-23,"Reelect Jim Graham 2010","Citywide","38.94387133","-77.02369094"
"Lakritz Adler Construction, LLC.","4326 8th Street NW","ROBB M. LAKRITZ",500,2010-01-23,"Reelect Jim Graham 2010","Citywide","38.94387133","-77.02369094"
"Lakritz Adler Development","4326 8th Street NW","JOSHUA A. ADLER",500,2010-01-23,"Reelect Jim Graham 2010","Citywide","38.94387133","-77.02369094"
"Lakritz Adler Investments, LLC.","4326 8th Street NW","JOSHUA A. ADLER",500,2010-01-23,"Reelect Jim Graham 2010","1","38.94387133","-77.02369094"
"Lot 74, LLC","4326 8th Street NW","ROBB M. LAKRITZ",500,2010-01-23,"Reelect Jim Graham 2010","5","38.94387133","-77.02369094"
"Platinum Exteriors, Inc.","43760 Trade Center Pl",,500,2010-01-27,"Reelect Jim Graham 2010","6","38.9884083323299","-77.457130726486"
"CSI Painting","43760 Trade Center Pl",,500,2010-01-27,"Reelect Jim Graham 2010","1","38.9884083323299","-77.457130726486"
"Berstein Development Corp.","4401 Cathedral Avenue NW",,500,2004-02-23,"Evans 2004","5","38.93052825","-77.08653215"
"Berstein Management Corporation","4401 Cathedral Avenue NW",,500,2004-02-23,"Evans 2004","8","38.93052825","-77.08653215"
"Bethesda Investments, Inc.","4416 E West Hwy No. 300",,1000,2010-04-16,"Re-Elect Kwame R. Brown","Citywide","38.9851409747917","-77.089748063467"
"RDP Management, Inc.","4416 E West Hwy No. 300",,1000,2010-04-16,"Re-Elect Kwame R. Brown","5","38.9851409747917","-77.089748063467"
"Altior, Inc.","4455 Brookfield Corporate Dr No. 200",,500,2008-06-20,"Evans 2008","3","38.8840311917663","-77.439580033283"
"Optimos, Inc.","4455 Brookfield Corporate Dr No. 200","CORPORATION SERVICE COMPANY",500,2008-06-20,"Evans 2008","3","38.8840311917663","-77.439580033283"
"Estate of Jacob Fishman","4460 Macarthur Boulevard NW",,2000,2008-11-14,"Fenty 2010","4","38.90760683","-77.08367814"
"Riverside Treatment Services, Inc.","4460 Macarthur Boulevard NW","C T CORPORATION SYSTEM UNK",2000,2008-11-14,"Fenty 2010","Citywide","38.90760683","-77.08367814"
"Vestige Development LLC","4460 Macarthur Boulevard NW",,2000,2008-11-14,"Fenty 2010","7","38.90760683","-77.08367814"
"American Healthcare Managment LLC","4460 Macarthur Boulevard NW","REBECCA FISHMAN",1500,2006-06-09,"Gray for Chair","2","38.90760683","-77.08367814"
"Riverside Treatment Services, Inc.","4460 Macarthur Boulevard NW","C T CORPORATION SYSTEM UNK",1500,2006-06-09,"Gray for Chair","Citywide","38.90760683","-77.08367814"
"USA Motors, Inc.","45 Q Street SW",,500,2007-02-25,"Muriel Bowser for Ward 4","Citywide","38.87097828","-77.01037980"
"USA Trans Business, Inc.","45 Q Street SW",,500,2007-02-25,"Muriel Bowser for Ward 4","Citywide","38.87097828","-77.01037980"
"W Street SE 38-42-43, LLC","4502 17th Street NW","CORPORATION SERVICE COMPANY",500,2008-08-22,"Barry for Ward 8","Citywide","38.94542410","-77.03908887"
"W Street SE 38-42-43, LLC","4502 17th Street NW","CORPORATION SERVICE COMPANY",500,2008-08-22,"Barry for Ward 8","Citywide","38.94542410","-77.03908887"
"WWW Enterprise, LLC","4700 Lawrence St",,1000,2007-07-20,"Re-Elect Kwame R. Brown","Citywide","38.9318756582024","-76.9349410140268"
"G.T. R., Inc.","4700 Lawrence St",,1000,2007-07-20,"Re-Elect Kwame R. Brown","Citywide","38.9318756582024","-76.9349410140268"
"Gallagher & Co. Real Estate, Inc.","4715 Chestnut St",,2000,2005-11-07,"Fenty 2006","Citywide","38.9935959575004","-77.094386782104"
"Gallagher & Co. Real Estate, Inc.","4715 Chestnut St",,2000,2005-11-07,"Fenty 2006","5","38.9935959575004","-77.094386782104"
"Arena Development, Inc.","4720 Montgomery Ln","BRYAN IRVING",2000,2006-05-19,"Fenty 2006","1","38.9834364795431","-77.0940569514309"
"1330 Missouri Avenue, LLC","4720 Montgomery Ln","BRYAN IRVING",2000,2006-05-19,"Fenty 2006","Citywide","38.9834364795431","-77.0940569514309"
"1539 7th St. NW, LLC","4720 Montgomery Ln","BRYAN IRVING",2000,2006-05-19,"Fenty 2006","Citywide","38.9834364795431","-77.0940569514309"
"1700 W Street SE, LLC","4720 Montgomery Ln","BRYAN IRVING",2000,2006-05-19,"Fenty 2006","3","38.9834364795431","-77.0940569514309"
"1539 7th St, NW LLC","4720 Montgomery Ln No. 1010","BRYAN IRVING",500,2006-10-31,"Bobb for School Board President","5","38.9834364795431","-77.0940569514309"
"4800 C Street SE, LLC","4720 Montgomery Ln No. 1010","BRYAN IRVING",500,2006-10-31,"Bobb for School Board President","Citywide","38.9834364795431","-77.0940569514309"
"Mavrikes & Associates, Inc.","4720 Montgomery Ln No. 1010",,500,2009-12-10,"Reelect Jim Graham 2010","Citywide","39.0058208584776","-77.1024958341315"
"4800 C Street SE, LLC","4720 Montgomery Ln No. 1010","BRYAN IRVING",500,2009-12-10,"Reelect Jim Graham 2010","Citywide","39.0058208584776","-77.1024958341315"
"PN Hoffman","4725 Wisconsin Avenue NW","LPRA INC.",1000,2009-03-09,"Carol Schwartz 2008","8","38.95173607","-77.08080127"
"PNH Union Square Warehouse LLC","4725 Wisconsin Avenue NW","LPRA INC.",1000,2009-03-09,"Carol Schwartz 2008","1","38.95173607","-77.08080127"
"PNH Union Square Warehouse LLC","4725 Wisconsin Avenue NW","LPRA INC.",1000,2009-03-09,"Carol Schwartz 2008","Citywide","38.95173607","-77.08080127"
"Tenley Hill","4725 Wisconsin Avenue NW","LPRA INC.",1000,2009-03-09,"Carol Schwartz 2008","Citywide","38.95173607","-77.08080127"
"PN Hoffman","4725 Wisconsin Avenue NW","LPRA INC.",2000,2008-12-12,"Fenty 2010","4","38.95173607","-77.08080127"
"PNH Union Square Warehouse LLC","4725 Wisconsin Avenue NW","LPRA INC.",2000,2008-12-12,"Fenty 2010","4","38.95173607","-77.08080127"
"5401 Western Ave Residential LLC","4725 Wisconsin Avenue NW","LPRA INC.",2000,2008-12-12,"Fenty 2010","7","38.95173607","-77.08080127"
"5401 Western Ave Residential LLC","4725 Wisconsin Avenue NW","LPRA INC.",500,2006-10-23,"Mary Cheh for DC Council","Citywide","38.95173607","-77.08080127"
"PNH Union Square Warehouse LLC","4725 Wisconsin Avenue NW","LPRA INC.",500,2006-10-23,"Mary Cheh for DC Council","3","38.95173607","-77.08080127"
"PNH Union Square Warehouse LLC","4725 Wisconsin Avenue NW","LPRA INC.",500,2006-10-23,"Mary Cheh for DC Council","Citywide","38.95173607","-77.08080127"
"PN Hoffman","4725 Wisconsin Avenue NW","LPRA INC.",500,2006-10-23,"Mary Cheh for DC Council","5","38.95173607","-77.08080127"
"Tenley Hill, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",300,2004-10-30,"Campaign to Elect Jeff Smith (TERM)","4","38.95173607","-77.08080127"
"Adams Morgan Lofts","4725 Wisconsin Avenue NW No. 200","LPRA INC.",300,2004-10-30,"Campaign to Elect Jeff Smith (TERM)","8","38.95173607","-77.08080127"
"Mather Building Lofts LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",300,2004-10-30,"Campaign to Elect Jeff Smith (TERM)","6","38.95173607","-77.08080127"
"Allen Place L.L.C.","4725 Wisconsin Avenue NW No. 200","LPRA INC.",300,2004-10-30,"Campaign to Elect Jeff Smith (TERM)","Citywide","38.95173607","-77.08080127"
"Hoffman Construction Development","4725 Wisconsin Avenue NW No. 200",,1000,2004-10-15,"Committee to Elect Kwame R Brown","Citywide","38.95173607","-77.08080127"
"Allen Place L.L.C.","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1000,2004-10-15,"Committee to Elect Kwame R Brown","2","38.95173607","-77.08080127"
"Tenley Hill, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1500,2010-07-20,"Kwame for Chair","1","38.95173607","-77.08080127"
"Hoffman-Struever Waterfront, LLC","4725 Wisconsin Avenue NW No. 200",,1500,2010-07-20,"Kwame for Chair","2","38.95173607","-77.08080127"
"PN Hoffman","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1500,2010-07-20,"Kwame for Chair","Citywide","38.95173607","-77.08080127"
"PNH Union Square, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1500,2010-07-20,"Kwame for Chair","Citywide","38.95173607","-77.08080127"
"Hoffman-Struever Waterfront, LLC","4725 Wisconsin Avenue NW No. 200",,500,2008-01-29,"Muriel Bowser for Ward 4 2008","Citywide","38.95173607","-77.08080127"
"PN Hoffman","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2008-01-29,"Muriel Bowser for Ward 4 2008","Citywide","38.95173607","-77.08080127"
"PNH Union Square, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2008-01-29,"Muriel Bowser for Ward 4 2008","8","38.95173607","-77.08080127"
"5401 Western Avenue, Residential LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","Citywide","38.95173607","-77.08080127"
"PN Hoffman","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","6","38.95173607","-77.08080127"
"PN Hoffman","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","2","38.95173607","-77.08080127"
"PNH Construction, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","8","38.95173607","-77.08080127"
"PNH Union Square, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","7","38.95173607","-77.08080127"
"PNH Union Square, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","4","38.95173607","-77.08080127"
"PNH Mather Retail, LLC","4725 Wisconsin Avenue NW No. 200",,500,2006-06-08,"Re-Elect Jim Graham (2006)","2","38.95173607","-77.08080127"
"PNH 14th Street, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","7","38.95173607","-77.08080127"
"Adams Morgan 18th Street, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","Citywide","38.95173607","-77.08080127"
"Tenley Hill, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-06-08,"Re-Elect Jim Graham (2006)","Citywide","38.95173607","-77.08080127"
"701 10th Street, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-07-26,"Re-Elect Jim Graham (2006)","2","38.95173607","-77.08080127"
"Allen Place L.L.C.","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2006-07-26,"Re-Elect Jim Graham (2006)","Citywide","38.95173607","-77.08080127"
"2327 Chaplain, LLC","4725 Wisconsin Avenue NW No. 200",,500,2006-07-26,"Re-Elect Jim Graham (2006)","Citywide","38.95173607","-77.08080127"
"701 10th Street, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1000,2007-07-13,"Re-Elect Kwame R. Brown","5","38.95173607","-77.08080127"
"PNH Union Warehouse, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1000,2007-07-13,"Re-Elect Kwame R. Brown","Citywide","38.95173607","-77.08080127"
"PNH Union Square, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1000,2007-07-13,"Re-Elect Kwame R. Brown","7","38.95173607","-77.08080127"
"Hoffman-Struever Waterfront, LLC","4725 Wisconsin Avenue NW No. 200",,1000,2007-07-13,"Re-Elect Kwame R. Brown","5","38.95173607","-77.08080127"
"PN Hoffman","4725 Wisconsin Avenue NW No. 200","LPRA INC.",1000,2007-07-13,"Re-Elect Kwame R. Brown","Citywide","38.95173607","-77.08080127"
"PN Hoffman & Associates, Inc.","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.95173607","-77.08080127"
"PN Hoffman Construction Development","4725 Wisconsin Avenue NW No. 200",,500,2010-01-20,"Reelect Jim Graham 2010","3","38.95173607","-77.08080127"
"PNH Square 247, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.95173607","-77.08080127"
"V Street Development, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","5","38.95173607","-77.08080127"
"Tenley Hill, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","6","38.95173607","-77.08080127"
"PNH Mather Retail, LLC","4725 Wisconsin Avenue NW No. 200",,500,2010-01-20,"Reelect Jim Graham 2010","5","38.95173607","-77.08080127"
"PNH Union Row Retail, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","5","38.95173607","-77.08080127"
"PNH Construction, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","1","38.95173607","-77.08080127"
"PN Hoffman Realty, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","3","38.95173607","-77.08080127"
"PNH Union Square, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.95173607","-77.08080127"
"PNH Union Square, LLC","4725 Wisconsin Avenue NW No. 200","LPRA INC.",500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.95173607","-77.08080127"
"Hoffman-Struever Waterfront, LLC","4725 Wisconsin Avenue NW No. 200",,500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.95173607","-77.08080127"
"Stonebridge Associates, Inc.","4733 Bethesda Ave No. 800","JANE GALBRAITH MAHAFFIE",500,2009-07-22,"Re-Elect Tommy Wells","Citywide","38.9810919341095","-77.0942895503511"
"Stonebridge Carras LLC","4733 Bethesda Ave No. 800",,500,2009-07-22,"Re-Elect Tommy Wells","Citywide","38.9810919341095","-77.0942895503511"
"Southeastrans, Inc.","4751 Best Rd No. 140","H. MARRELL FOUSHEE",2000,2010-06-02,"Fenty 2010","Citywide","33.64014278137","-84.450380473763"
"Adams Systems Inc.","4751 Best Rd No. 140",,2000,2010-06-07,"Fenty 2010","Citywide","33.64014278137","-84.450380473763"
"EYA, LLC","4800 Hampden Ln No. 300","CORPORATION SERVICE COMPANY",500,2006-09-11,"Bill Rice for Ward 3","7","38.9829633870506","-77.0935965582403"
"Homes at Potomac Greens Associates","4800 Hampden Ln No. 300",,500,2006-09-11,"Bill Rice for Ward 3","4","38.9829633870506","-77.0935965582403"
"L.H. East Associates Limited","4800 Hampden Ln No. 300",,500,2007-03-16,"Committee to Elect Yvette M. Alexander","7","38.9829633870506","-77.0935965582403"
"FP Homes Associates LP","4800 Hampden Ln No. 300",,500,2007-03-16,"Committee to Elect Yvette M. Alexander","Citywide","38.9829633870506","-77.0935965582403"
"Homes @ Potomac Greens Associates","4800 Hampden Ln No. 300",,500,2007-03-16,"Committee to Elect Yvette M. Alexander","1","38.9829633870506","-77.0935965582403"
"L H West Assoc. Limited","4800 Hampden Ln No. 300",,500,2007-03-16,"Committee to Elect Yvette M. Alexander","4","38.9829633870506","-77.0935965582403"
"LH West Assoc. Limited Partnership","4800 Hampden Ln No. 300",,1000,2008-01-22,"Re-Elect Kwame R. Brown","6","38.9829633870506","-77.0935965582403"
"EYA, LLC","4800 Hampden Ln No. 300","CORPORATION SERVICE COMPANY",1000,2008-01-22,"Re-Elect Kwame R. Brown","Citywide","38.9829633870506","-77.0935965582403"
"GDC Gastonia LLC","4823 Sedgwick Street NW",,2000,2008-11-14,"Fenty 2010","Citywide","38.94054811","-77.09520115"
"GDC Investments LLC","4823 Sedgwick Street NW","GYFB INC.",2000,2008-11-14,"Fenty 2010","1","38.94054811","-77.09520115"
"Aligned Business Solutions LLC","4823 Sedgwick Street NW",,500,2007-04-12,"Muriel Bowser for Ward 4","Citywide","38.94054811","-77.09520115"
"311 S Courthouse Road LLC","4823 Sedgwick Street NW",,500,2007-04-12,"Muriel Bowser for Ward 4","8","38.94054811","-77.09520115"
"GDC Investments LLC","4823 Sedgwick Street NW","GYFB INC.",500,2007-04-12,"Muriel Bowser for Ward 4","2","38.94054811","-77.09520115"
"Miller & Long Co. Inc.","4824 Rugby Ave",,1000,2004-04-12,"Brazil 2004 Committee","Citywide","38.9910935727715","-77.0975206208223"
"PMC Investments","4824 Rugby Ave",,1000,2004-04-12,"Brazil 2004 Committee","Citywide","38.9910935727715","-77.0975206208223"
"Miller & Long Co. Inc.","4824 Rugby Ave",,500,2008-04-24,"Trabue 2008","1","38.9910935727715","-77.0975206208223"
"MPM Investment Co.","4824 Rugby Ave",,500,2008-04-24,"Trabue 2008","Citywide","38.9910935727715","-77.0975206208223"
"MCP Corporation","4824 Rugby Ave",,500,2008-04-24,"Trabue 2008","Citywide","38.9910935727715","-77.0975206208223"
"MCP Corporation","4824 Rugby Ave",,500,2006-11-03,"Vote Jenkins School Board Chair","5","38.9910935727715","-77.0975206208223"
"PMC Investments","4824 Rugby Ave",,500,2006-11-03,"Vote Jenkins School Board Chair","Citywide","38.9910935727715","-77.0975206208223"
"PMC, LLC","4824 Rugby Ave","BRUCE SELFON, ESQ.",500,2006-11-03,"Vote Jenkins School Board Chair","8","38.9910935727715","-77.0975206208223"
"Miller & Long Co. Inc.","4824 Rugby Ave",,500,2006-11-03,"Vote Jenkins School Board Chair","2","38.9910935727715","-77.0975206208223"
"Frank C Economides","4825 Dexter Terrace NW","SUNIL  CHHABRA",2000,2010-10-20,"Gray for Mayor","4","38.92541416","-77.09329864"
"Auger Holdings Inc.","4825 Dexter Terrace NW","INCORPORATING SERVICES LTD.",2000,2010-10-20,"Gray for Mayor","Citywide","38.92541416","-77.09329864"
"Ashcraft Attorney At Law","4900 Seminary Rd No. 650",,500,2004-08-16,"Committee to Re-Elect Sandy Allen 04","Citywide","38.8325281450002","-77.1155636735598"
"Gerel Attorneys at Law","4900 Seminary Rd No. 650",,500,2004-08-16,"Committee to Re-Elect Sandy Allen 04","Citywide","38.8325281450002","-77.1155636735598"
"The Mark Winkler Co.","4900 Seminary Rd No. 900","UNAVAILABLE",2000,2002-09-11,"Committee to Re-Elect Tony Williams","Citywide","38.8325281450002","-77.1155636735598"
"The Mark Winkler Co.","4900 Seminary Rd No. 900","UNAVAILABLE",2000,2002-09-16,"Committee to Re-Elect Tony Williams","5","38.8325281450002","-77.1155636735598"
"The Lenkin Company Management","4922- A Street Elmo Ave","SUNIL  CHHABRA",1000,2006-01-27,"Catania 2006","1","39.0058208584776","-77.1024958341315"
"The Lenkin Co. Mgmt Inc. Commercial","4922- A Street Elmo Ave",,1000,2006-01-27,"Catania 2006","Citywide","39.0058208584776","-77.1024958341315"
"DC General Construction, Inc.","50 Rhode Island Avenue NE No. 100","ALLAN EBERT",500,2010-07-21,"Kelvin Robinson for Ward 6 Council","Citywide","38.91765752","-77.00738022"
"U Street Parking, Inc.","50 Rhode Island Avenue NE No. 100","YARED  TESFAYE",500,2010-07-21,"Kelvin Robinson for Ward 6 Council","Citywide","38.91765752","-77.00738022"
"Florida Primary Medicine","505 W Oak St No. 101",,2000,2006-06-10,"Citizens to Elect Linda Cropp Mayor","Citywide","28.3010016788293","-81.4089482973593"
"Primary Health Care Associates, Inc.","505 W Oak St No. 101",,2000,2006-06-10,"Citizens to Elect Linda Cropp Mayor","7","28.3010016788293","-81.4089482973593"
"Florida Primary Medicine","505 W Oak St No. 101",,500,2007-03-28,"Committee to Elect Yvette M. Alexander","8","28.3010016788293","-81.4089482973593"
